recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-000294,000000000080000054,3000,Pressure Transmitter Assembly 110KW WEIR,IMPACT,INTERMITTENT,4,22,2.681,3.300,2.099,2.600,8.391,6.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.681. At the IMPACT service level of 95% and a 22-day lead time, the reorder point should be 3.3.",PROPOSED,2026-06-12
REC-000295,000000000010000193,1000,Crusher Hydroset Cylinder 150MM SKF,CRITICAL,INTERMITTENT,6,36,6.928,6.100,5.115,4.500,8.793,10.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 36-day lead time gives a reorder point of 6.1 against the current 6.928.,HELD,2026-06-05
REC-000296,000000000010000193,4000,Crusher Hydroset Cylinder 150MM SKF,CRITICAL,INTERMITTENT,3,36,8.211,5.200,6.178,3.900,12.055,8.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 8.211. At the CRITICAL service level of 98% and a 36-day lead time, the reorder point should be 5.2.",HELD,2026-08-09
REC-000297,000000000010000194,4000,Gland Packing Seal Ring 200MM ABB,CRITICAL,INTERMITTENT,7,35,6.601,4.400,4.673,3.100,7.746,7.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 6.601. At the CRITICAL service level of 98% and a 35-day lead time, the reorder point should be 4.4.",APPROVED,2026-06-03
REC-000298,000000000010000195,1000,Ventilation Fan Motor 10/8 FLSM,INSURANCE,REGULAR,11,86,122.283,135.200,22.514,24.900,442.019,252.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 39.0 per month over 24 months with a 86-day lead time gives a reorder point of 135.2 against the current 122.283.,HELD,2026-08-29
REC-000299,000000000010000195,4000,Ventilation Fan Motor 10/8 FLSM,INSURANCE,REGULAR,11,86,49.007,62.800,7.496,9.600,141.651,119.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 18.8 per month over 24 months with a 86-day lead time gives a reorder point of 62.8 against the current 49.007.,APPROVED,2026-06-07
REC-000300,000000000010000196,4000,Hydraulic Power Pack DN150 SANDVIK,INSURANCE,INTERMITTENT,6,198,3.128,4.300,1.182,1.600,7.601,5.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.128. At the INSURANCE service level of 90% and a 198-day lead time, the reorder point should be 4.3.",PROPOSED,2026-07-19
REC-000301,000000000010000197,3000,Slurry Pump Wet End Assembly DN150,IMPACT,INTERMITTENT,7,30,6.534,4.300,4.383,2.900,14.333,8.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 30-day lead time gives a reorder point of 4.3 against the current 6.534.,PROPOSED,2026-07-02
REC-000302,000000000010000198,4000,Pressure Transmitter Assembly DN100 WEIR,CRITICAL,INTERMITTENT,3,208,19.839,18.500,8.834,8.200,28.584,23.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 208-day lead time gives a reorder point of 18.5 against the current 19.839.,REJECTED,2026-07-10
REC-000303,000000000010000198,2000,Pressure Transmitter Assembly DN100 WEIR,CRITICAL,INTERMITTENT,7,208,22.690,12.900,9.637,5.500,22.690,16.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 16 is below the current reorder point 22.69. At the CRITICAL service level of 98% and a 208-day lead time, the reorder point should be 12.9.",REJECTED,2026-07-17
REC-000304,000000000010000199,3000,Ball Mill Shell Liner Plate 55KW ABB,IMPACT,REGULAR,11,30,15.819,25.000,4.877,7.700,68.825,77.600,ROP_MAX_SAFETY_STOCK,Regular consumption of 17.5 per month over 24 months with a 30-day lead time gives a reorder point of 25 against the current 15.819.,APPROVED,2026-08-28
REC-000305,000000000090000011,2000,Flotation Cell Impeller 150MM SIEMENS,OBSOLETE,NO_DEMAND,0,59,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-05-29
REC-000306,000000000010000200,1000,Slurry Pump Wet End Assembly 150MM METSO,INSURANCE,INTERMITTENT,4,79,4.982,2.900,2.563,1.500,7.900,4.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 4.982. At the INSURANCE service level of 90% and a 79-day lead time, the reorder point should be 2.9.",PROPOSED,2026-06-01
REC-000307,000000000010000201,2000,Hydraulic Power Pack DN150 METSO,NORMAL,SLOW,1,7,0.458,0.500,0.381,0.400,1.907,1.500,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.907. Consumption of 0.3 per month supports a maximum of 1.5.,REJECTED,2026-07-31
REC-000308,000000000010000202,3000,Flow Meter Sensor Head 250MM SIEMENS,IMPACT,INTERMITTENT,5,18,4.882,4.500,3.365,3.100,16.505,11.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.882. At the IMPACT service level of 95% and a 18-day lead time, the reorder point should be 4.5.",PROPOSED,2026-06-18
REC-000309,000000000010000203,1000,Centrifugal Pump Casing 200MM SIEMENS,INSURANCE,INTERMITTENT,7,148,6.701,6.300,2.637,2.500,11.796,8.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 148-day lead time gives a reorder point of 6.3 against the current 6.701.,APPROVED,2026-08-17
REC-000310,000000000010000204,1000,Conveyor Idler Roller Set 8/6 METSO,INSURANCE,INTERMITTENT,4,131,5.010,5.900,2.433,2.900,7.655,8.000,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 7.655. Consumption of 0.7 per month supports a maximum of 8.,APPROVED,2026-08-24
REC-000311,000000000010000204,4000,Conveyor Idler Roller Set 8/6 METSO,INSURANCE,INTERMITTENT,5,131,11.289,8.100,5.325,3.800,13.261,11.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 11.289. At the INSURANCE service level of 90% and a 131-day lead time, the reorder point should be 8.1.",PROPOSED,2026-07-03
REC-000312,000000000010000206,3000,Conveyor Drive Motor HD KSB,NORMAL,REGULAR,10,55,33.314,62.700,4.951,9.300,142.779,151.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 29.5 per month over 24 months with a 55-day lead time gives a reorder point of 62.7 against the current 33.314.,APPROVED,2026-05-12
REC-000313,000000000010000208,3000,Spherical Roller Bearing DN100 KSB,INSURANCE,SLOW,1,64,1.717,2.400,1.095,1.500,3.904,3.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 64-day lead time gives a reorder point of 2.4 against the current 1.717.,APPROVED,2026-07-25
REC-000314,000000000080000055,2000,Ball Mill Trunnion Bearing DN100 WEIR,NORMAL,INTERMITTENT,4,39,1.761,4.100,1.111,2.600,10.236,7.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.761. At the NORMAL service level of 85% and a 39-day lead time, the reorder point should be 4.1.",REJECTED,2026-05-12
REC-000315,000000000080000055,3000,Ball Mill Trunnion Bearing DN100 WEIR,NORMAL,INTERMITTENT,4,39,3.478,2.400,1.895,1.300,8.282,4.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 39-day lead time gives a reorder point of 2.4 against the current 3.478.,REJECTED,2026-08-07
REC-000316,000000000010000209,1000,Crusher Hydroset Cylinder 55KW MULTOTEC,CRITICAL,INTERMITTENT,0,91,14.347,18.200,9.047,11.500,37.088,24.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 14.347. At the CRITICAL service level of 98% and a 91-day lead time, the reorder point should be 18.2.",PROPOSED,2026-07-04
REC-000317,000000000010000212,4000,Ball Mill Trunnion Bearing DN100 SANDVIK,IMPACT,REGULAR,12,11,24.489,13.800,9.897,5.600,119.462,82.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 22.8 per month over 24 months with a 11-day lead time gives a reorder point of 13.8 against the current 24.489.,APPROVED,2026-07-21
REC-000318,000000000010000213,2000,Flow Meter Sensor Head 250MM KSB,NORMAL,REGULAR,11,15,11.645,9.400,3.312,2.700,72.923,50.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 13.6 per month over 24 months with a 15-day lead time gives a reorder point of 9.4 against the current 11.645.,PROPOSED,2026-08-22
REC-000319,000000000010000213,4000,Flow Meter Sensor Head 250MM KSB,NORMAL,REGULAR,12,15,30.284,22.200,8.858,6.500,169.763,117.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 31.8 per month over 24 months with a 15-day lead time gives a reorder point of 22.2 against the current 30.284.,APPROVED,2026-06-02
REC-000320,000000000030000046,4000,Soft Starter Power Module 6/4 SKF,CRITICAL,ON_DEMAND,0,77,0.000,15.600,0.000,9.400,0.000,23.000,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 15.6 and a maximum of 23.,REJECTED,2026-08-29
REC-000321,000000000010000214,4000,Centrifugal Pump Casing HD METSO,IMPACT,INTERMITTENT,3,56,4.176,2.500,2.812,1.700,6.833,3.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 56-day lead time gives a reorder point of 2.5 against the current 4.176.,APPROVED,2026-08-22
REC-000322,000000000010000214,1000,Centrifugal Pump Casing HD METSO,IMPACT,INTERMITTENT,8,56,6.181,4.600,3.767,2.800,6.181,7.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 6.181. At the IMPACT service level of 95% and a 56-day lead time, the reorder point should be 4.6.",APPROVED,2026-05-13
REC-000323,000000000010000215,1000,Slurry Pump Wet End Assembly DN100 METSO,NORMAL,SLOW,1,31,0.848,0.600,0.595,0.400,1.008,1.100,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 31-day lead time gives a reorder point of 0.6 against the current 0.848.,APPROVED,2026-06-09
REC-000324,000000000010000215,3000,Slurry Pump Wet End Assembly DN100 METSO,NORMAL,SLOW,3,31,1.180,1.800,0.678,1.000,3.233,4.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.8 per month over 24 months with a 31-day lead time gives a reorder point of 1.8 against the current 1.18.,PROPOSED,2026-07-17
REC-000325,000000000010000216,2000,Ventilation Fan Motor 10/8 SKF,CRITICAL,INTERMITTENT,0,71,11.276,10.400,7.468,6.900,12.110,14.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.276. At the CRITICAL service level of 98% and a 71-day lead time, the reorder point should be 10.4.",APPROVED,2026-05-17
REC-000326,000000000010000216,3000,Ventilation Fan Motor 10/8 SKF,CRITICAL,INTERMITTENT,0,71,14.517,11.800,9.021,7.300,16.376,17.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 14.517. At the CRITICAL service level of 98% and a 71-day lead time, the reorder point should be 11.8.",APPROVED,2026-08-05
REC-000327,000000000010000217,1000,Screen Exciter Bearing 150MM SEW,NORMAL,SLOW,3,34,1.055,0.600,0.729,0.400,1.421,1.100,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.421. Consumption of 0.2 per month supports a maximum of 1.1.,PROPOSED,2026-08-20
REC-000328,000000000010000217,4000,Screen Exciter Bearing 150MM SEW,NORMAL,SLOW,5,34,1.869,1.800,1.095,1.100,6.511,3.800,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 6.511. Consumption of 0.7 per month supports a maximum of 3.8.,APPROVED,2026-05-23
REC-000329,000000000080000056,2000,Conveyor Drive Motor 55KW SANDVIK,IMPACT,INTERMITTENT,6,16,5.151,4.300,3.792,3.200,17.364,10.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 5.151. At the IMPACT service level of 95% and a 16-day lead time, the reorder point should be 4.3.",PROPOSED,2026-05-13
REC-000330,000000000010000220,4000,Conveyor Take-Up Pulley HD SIEMENS,IMPACT,INTERMITTENT,3,40,7.711,6.700,4.925,4.300,8.893,12.200,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 8.893. Consumption of 1.8 per month supports a maximum of 12.2.,PROPOSED,2026-08-31
REC-000331,000000000010000222,3000,Variable Speed Drive Unit DN100 WEIR,CRITICAL,INTERMITTENT,6,155,10.736,14.100,5.397,7.100,30.427,18.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 155-day lead time gives a reorder point of 14.1 against the current 10.736.,APPROVED,2026-08-03
REC-000332,000000000010000223,2000,Conveyor Take-Up Pulley HD SEW,INSURANCE,INTERMITTENT,6,133,4.190,6.300,1.784,2.700,7.452,8.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 4.19. At the INSURANCE service level of 90% and a 133-day lead time, the reorder point should be 6.3.",PROPOSED,2026-08-04
REC-000333,000000000010000224,4000,PLC Digital Output Card TYPE B MULTOTEC,NORMAL,INTERMITTENT,5,49,2.192,3.200,1.092,1.600,6.325,6.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 49-day lead time gives a reorder point of 3.2 against the current 2.192.,APPROVED,2026-07-22
REC-000334,000000000010000225,3000,Pressure Transmitter Assembly 150MM SEW,CRITICAL,INTERMITTENT,0,89,2.371,5.200,1.365,3.000,10.018,7.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.371. At the CRITICAL service level of 98% and a 89-day lead time, the reorder point should be 5.2.",HELD,2026-08-03
REC-000335,000000000010000226,1000,Centrifugal Pump Casing 250MM MULTOTEC,IMPACT,INTERMITTENT,2,49,7.213,6.100,4.683,4.000,7.735,10.100,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 7.735. Consumption of 1.3 per month supports a maximum of 10.1.,REJECTED,2026-06-15
REC-000336,000000000010000227,3000,Crusher Hydroset Cylinder 110KW SANDVIK,CRITICAL,REGULAR,12,86,212.118,143.100,47.474,32.000,383.939,261.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 91 is below the current reorder point 212.118. At the CRITICAL service level of 98% and a 86-day lead time, the reorder point should be 143.1.",APPROVED,2026-05-25
REC-000337,000000000010000228,1000,Pressure Transmitter Assembly 200MM,CRITICAL,INTERMITTENT,3,185,13.393,11.300,6.158,5.200,19.561,14.300,ROP_MAX_SAFETY_STOCK,Stock on hand 28 exceeds the current maximum 19.561. Consumption of 1.0 per month supports a maximum of 14.3.,APPROVED,2026-07-06
REC-000338,000000000010000229,1000,Slurry Pump Mechanical Seal 8/6 ABB,INSURANCE,SLOW,1,51,0.545,0.600,0.420,0.500,1.384,0.800,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.1 per month over 24 months with a 51-day lead time gives a reorder point of 0.6 against the current 0.545.,PROPOSED,2026-08-11
REC-000339,000000000010000229,3000,Slurry Pump Mechanical Seal 8/6 ABB,INSURANCE,SLOW,2,51,0.845,0.800,0.615,0.600,1.506,1.200,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.1 per month over 24 months with a 51-day lead time gives a reorder point of 0.8 against the current 0.845.,PROPOSED,2026-07-05
REC-000340,000000000080000057,3000,Thickener Rake Drive Gearbox 10/8,IMPACT,INTERMITTENT,7,25,5.467,5.100,3.648,3.400,18.419,11.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.1 per month over 24 months with a 25-day lead time gives a reorder point of 5.1 against the current 5.467.,APPROVED,2026-06-28
REC-000341,000000000010000230,3000,Conveyor Take-Up Pulley 150MM WEIR,NORMAL,REGULAR,9,20,12.269,13.400,3.365,3.700,83.677,57.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 14.7 per month over 24 months with a 20-day lead time gives a reorder point of 13.4 against the current 12.269.,APPROVED,2026-08-07
REC-000342,000000000010000230,4000,Conveyor Take-Up Pulley 150MM WEIR,NORMAL,REGULAR,10,20,9.375,10.800,2.014,2.300,46.587,49.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 13.0 per month over 24 months with a 20-day lead time gives a reorder point of 10.8 against the current 9.375.,PROPOSED,2026-05-25
REC-000343,000000000010000231,2000,Skirt Rubber Liner Section DN150 SANDVIK,IMPACT,SLOW,2,50,1.400,1.200,1.006,0.900,2.395,1.800,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 50-day lead time gives a reorder point of 1.2 against the current 1.4.,HELD,2026-05-25
REC-000344,000000000010000231,3000,Skirt Rubber Liner Section DN150 SANDVIK,IMPACT,SLOW,3,50,1.208,1.300,0.839,0.900,1.790,2.000,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.79. Consumption of 0.2 per month supports a maximum of 2.,REJECTED,2026-08-16
REC-000345,000000000010000232,1000,Pressure Transmitter Assembly 10/8,NORMAL,REGULAR,10,23,9.201,14.100,1.745,2.700,70.567,59.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 15.1 per month over 24 months with a 23-day lead time gives a reorder point of 14.1 against the current 9.201.,PROPOSED,2026-08-08
REC-000346,000000000010000233,4000,Mill Liner 200MM SANDVIK,INSURANCE,SLOW,1,140,1.720,1.500,1.062,0.900,1.799,1.900,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.799. Consumption of 0.1 per month supports a maximum of 1.9.,REJECTED,2026-08-29
REC-000347,000000000010000234,4000,Valve Assembly DN150 FLSM,CRITICAL,INTERMITTENT,0,113,6.679,7.800,4.684,5.500,12.913,9.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 6.679. At the CRITICAL service level of 98% and a 113-day lead time, the reorder point should be 7.8.",PROPOSED,2026-05-18
REC-000348,000000000010000235,2000,Ball Mill Gearbox Assembly TYPE A WEIR,IMPACT,INTERMITTENT,5,41,4.519,2.600,2.857,1.600,4.981,4.700,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 4.981. Consumption of 0.7 per month supports a maximum of 4.7.,APPROVED,2026-07-31
REC-000349,000000000010000236,4000,MCC Feeder Circuit Breaker 150MM SKF,INSURANCE,REGULAR,12,99,74.355,46.500,11.631,7.300,143.011,82.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 74 is below the current reorder point 74.355. At the INSURANCE service level of 90% and a 99-day lead time, the reorder point should be 46.5.",REJECTED,2026-07-09
REC-000350,000000000010000237,4000,Thickener Rake Drive Gearbox 55KW KSB,NORMAL,REGULAR,11,38,28.787,51.700,5.777,10.400,263.279,150.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 33.0 per month over 24 months with a 38-day lead time gives a reorder point of 51.7 against the current 28.787.,PROPOSED,2026-07-01
REC-000351,000000000010000238,2000,Crusher Hydroset Cylinder 6/4 SEW,CRITICAL,INTERMITTENT,0,130,26.624,16.500,16.011,9.900,28.158,21.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 26.624. At the CRITICAL service level of 98% and a 130-day lead time, the reorder point should be 16.5.",PROPOSED,2026-06-09
REC-000352,000000000010000239,1000,Flotation Cell Impeller 200MM SIEMENS,CRITICAL,INTERMITTENT,0,93,10.856,15.700,6.630,9.600,19.548,21.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 10.856. At the CRITICAL service level of 98% and a 93-day lead time, the reorder point should be 15.7.",APPROVED,2026-05-18
REC-000353,000000000010000240,3000,Gland Packing Seal Ring 110KW SEW,INSURANCE,SLOW,1,33,1.303,0.800,0.925,0.600,1.756,1.400,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.756. Consumption of 0.2 per month supports a maximum of 1.4.,HELD,2026-09-02
REC-000354,000000000010000241,4000,Mill Liner 110KW METSO,INSURANCE,SLOW,3,34,0.865,1.800,0.590,1.200,2.877,3.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.865. At the INSURANCE service level of 90% and a 34-day lead time, the reorder point should be 1.8.",PROPOSED,2026-08-11
REC-000355,000000000010000241,3000,Mill Liner 110KW METSO,INSURANCE,SLOW,3,34,2.980,2.000,1.898,1.300,5.631,4.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.7 per month over 24 months with a 34-day lead time gives a reorder point of 2 against the current 2.98.,APPROVED,2026-07-30
REC-000356,000000000080000058,1000,Vertical Sump Pump Column 200MM MULTOTEC,NORMAL,INTERMITTENT,6,33,5.569,3.800,3.107,2.100,6.819,8.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 5.569. At the NORMAL service level of 85% and a 33-day lead time, the reorder point should be 3.8.",PROPOSED,2026-08-19
