approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-001291,REC-001824,Inventory Controller,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001292,REC-001825,Inventory Controller,VZIINV02,HELD,2026-07-11,Held pending further consumption evidence.
APR-001293,REC-001826,Commercial Head,VZIINV01,HELD,2026-09-05,Held pending further consumption evidence.
APR-001294,REC-001828,Engineering Head,VZIINV01,HELD,2026-08-21,Held pending further consumption evidence.
APR-001295,REC-001835,Plant Head,VZIINV02,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-001296,REC-001836,Commercial Head,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-001297,REC-001837,Commercial Head,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-001298,REC-001838,Inventory Controller,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001299,REC-001839,Engineering Head,VZIINV01,REJECTED,2026-08-19,Consumption not considered representative.
APR-001300,REC-001841,Engineering Head,VZIINV01,HELD,2026-06-06,Held pending further consumption evidence.
APR-001301,REC-001843,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001302,REC-001844,Engineering Head,VZIINV01,HELD,2026-08-31,Held pending further consumption evidence.
APR-001303,REC-001845,Commercial Head,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-001304,REC-001848,Inventory Controller,VZIINV02,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-001305,REC-001849,Plant Head,VZIINV01,HELD,2026-05-27,Held pending further consumption evidence.
APR-001306,REC-001850,Plant Head,VZIINV02,REJECTED,2026-05-24,Consumption not considered representative.
APR-001307,REC-001851,Plant Head,VZIINV01,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-001308,REC-001853,Engineering Head,VZIINV02,APPROVED,2026-06-29,Approved; to be applied in SAP by VZI.
APR-001309,REC-001854,Inventory Controller,VZIINV01,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-001310,REC-001855,Plant Head,VZIINV02,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-001311,REC-001856,Commercial Head,VZIINV01,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-001312,REC-001857,Plant Head,VZIINV02,HELD,2026-08-17,Held pending further consumption evidence.
APR-001313,REC-001858,Plant Head,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-001314,REC-001859,Inventory Controller,VZIINV01,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-001315,REC-001860,Inventory Controller,VZIINV01,REJECTED,2026-05-24,Consumption not considered representative.
APR-001316,REC-001863,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001317,REC-001864,Inventory Controller,VZIINV01,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-001318,REC-001865,Engineering Head,VZIINV01,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-001319,REC-001868,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001320,REC-001869,Plant Head,VZIINV02,HELD,2026-07-16,Held pending further consumption evidence.
APR-001321,REC-001870,Plant Head,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001322,REC-001871,Commercial Head,VZIINV02,REJECTED,2026-08-25,Consumption not considered representative.
APR-001323,REC-001872,Commercial Head,VZIINV02,HELD,2026-06-10,Held pending further consumption evidence.
APR-001324,REC-001873,Engineering Head,VZIINV02,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-001325,REC-001875,Plant Head,VZIINV02,REJECTED,2026-05-28,Consumption not considered representative.
APR-001326,REC-001876,Inventory Controller,VZIINV01,APPROVED,2026-08-29,Approved; to be applied in SAP by VZI.
APR-001327,REC-001877,Engineering Head,VZIINV01,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-001328,REC-001883,Engineering Head,VZIINV01,REJECTED,2026-08-29,Consumption not considered representative.
APR-001329,REC-001884,Engineering Head,VZIINV02,HELD,2026-05-29,Held pending further consumption evidence.
APR-001330,REC-001885,Plant Head,VZIINV01,REJECTED,2026-08-19,Consumption not considered representative.
APR-001331,REC-001886,Plant Head,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-001332,REC-001887,Commercial Head,VZIINV02,REJECTED,2026-08-12,Consumption not considered representative.
APR-001333,REC-001888,Inventory Controller,VZIINV01,REJECTED,2026-06-08,Consumption not considered representative.
APR-001334,REC-001889,Inventory Controller,VZIINV01,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-001335,REC-001891,Commercial Head,VZIINV01,REJECTED,2026-08-13,Consumption not considered representative.
APR-001336,REC-001895,Inventory Controller,VZIINV02,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-001337,REC-001896,Plant Head,VZIINV01,HELD,2026-08-08,Held pending further consumption evidence.
APR-001338,REC-001897,Commercial Head,VZIINV02,APPROVED,2026-07-31,Approved; to be applied in SAP by VZI.
APR-001339,REC-001898,Engineering Head,VZIINV02,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-001340,REC-001899,Inventory Controller,VZIINV01,REJECTED,2026-08-22,Consumption not considered representative.
APR-001341,REC-001900,Inventory Controller,VZIINV02,REJECTED,2026-05-30,Consumption not considered representative.
APR-001342,REC-001901,Engineering Head,VZIINV01,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-001343,REC-001903,Engineering Head,VZIINV01,HELD,2026-08-10,Held pending further consumption evidence.
APR-001344,REC-001904,Inventory Controller,VZIINV01,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-001345,REC-001905,Inventory Controller,VZIINV01,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-001346,REC-001906,Engineering Head,VZIINV01,HELD,2026-07-03,Held pending further consumption evidence.
APR-001347,REC-001907,Engineering Head,VZIINV01,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-001348,REC-001908,Plant Head,VZIINV01,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-001349,REC-001909,Plant Head,VZIINV02,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-001350,REC-001910,Plant Head,VZIINV02,REJECTED,2026-05-16,Consumption not considered representative.
APR-001351,REC-001911,Inventory Controller,VZIINV01,REJECTED,2026-08-11,Consumption not considered representative.
APR-001352,REC-001912,Inventory Controller,VZIINV01,REJECTED,2026-08-17,Consumption not considered representative.
APR-001353,REC-001913,Inventory Controller,VZIINV02,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-001354,REC-001915,Engineering Head,VZIINV01,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-001355,REC-001919,Plant Head,VZIINV02,APPROVED,2026-06-30,Approved; to be applied in SAP by VZI.
APR-001356,REC-001920,Plant Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-001357,REC-001921,Inventory Controller,VZIINV02,HELD,2026-06-12,Held pending further consumption evidence.
APR-001358,REC-001922,Inventory Controller,VZIINV01,REJECTED,2026-08-11,Consumption not considered representative.
APR-001359,REC-001923,Engineering Head,VZIINV01,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-001360,REC-001925,Engineering Head,VZIINV02,APPROVED,2026-06-23,Approved; to be applied in SAP by VZI.
APR-001361,REC-001926,Plant Head,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-001362,REC-001927,Commercial Head,VZIINV01,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-001363,REC-001929,Plant Head,VZIINV01,APPROVED,2026-05-28,Approved; to be applied in SAP by VZI.
APR-001364,REC-001933,Inventory Controller,VZIINV01,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-001365,REC-001935,Inventory Controller,VZIINV01,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-001366,REC-001936,Inventory Controller,VZIINV02,HELD,2026-09-03,Held pending further consumption evidence.
APR-001367,REC-001939,Plant Head,VZIINV02,REJECTED,2026-07-14,Consumption not considered representative.
APR-001368,REC-001940,Plant Head,VZIINV02,REJECTED,2026-08-24,Consumption not considered representative.
APR-001369,REC-001941,Plant Head,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-001370,REC-001942,Plant Head,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-001371,REC-001943,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001372,REC-001944,Plant Head,VZIINV02,REJECTED,2026-05-23,Consumption not considered representative.
APR-001373,REC-001945,Commercial Head,VZIINV01,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001374,REC-001946,Inventory Controller,VZIINV01,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-001375,REC-001947,Engineering Head,VZIINV02,HELD,2026-08-24,Held pending further consumption evidence.
APR-001376,REC-001948,Engineering Head,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-001377,REC-001949,Plant Head,VZIINV01,REJECTED,2026-05-29,Consumption not considered representative.
APR-001378,REC-001950,Plant Head,VZIINV02,REJECTED,2026-07-02,Consumption not considered representative.
APR-001379,REC-001951,Inventory Controller,VZIINV02,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-001380,REC-001952,Inventory Controller,VZIINV01,REJECTED,2026-07-22,Consumption not considered representative.
APR-001381,REC-001953,Inventory Controller,VZIINV01,REJECTED,2026-06-24,Consumption not considered representative.
APR-001382,REC-001954,Inventory Controller,VZIINV02,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-001383,REC-001956,Engineering Head,VZIINV02,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-001384,REC-001958,Commercial Head,VZIINV01,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-001385,REC-001961,Engineering Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-001386,REC-001962,Plant Head,VZIINV01,REJECTED,2026-06-18,Consumption not considered representative.
APR-001387,REC-001964,Engineering Head,VZIINV02,REJECTED,2026-06-01,Consumption not considered representative.
APR-001388,REC-001965,Inventory Controller,VZIINV02,REJECTED,2026-08-04,Consumption not considered representative.
APR-001389,REC-001967,Commercial Head,VZIINV02,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001390,REC-001969,Commercial Head,VZIINV02,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-001391,REC-001970,Plant Head,VZIINV02,REJECTED,2026-09-04,Consumption not considered representative.
APR-001392,REC-001971,Inventory Controller,VZIINV01,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-001393,REC-001973,Inventory Controller,VZIINV02,HELD,2026-08-15,Held pending further consumption evidence.
APR-001394,REC-001974,Plant Head,VZIINV01,REJECTED,2026-05-28,Consumption not considered representative.
APR-001395,REC-001975,Plant Head,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-001396,REC-001978,Inventory Controller,VZIINV02,REJECTED,2026-08-05,Consumption not considered representative.
APR-001397,REC-001979,Inventory Controller,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-001398,REC-001980,Inventory Controller,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-001399,REC-001981,Inventory Controller,VZIINV02,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-001400,REC-001983,Plant Head,VZIINV01,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-001401,REC-001986,Inventory Controller,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-001402,REC-001987,Plant Head,VZIINV01,APPROVED,2026-06-30,Approved; to be applied in SAP by VZI.
APR-001403,REC-001990,Commercial Head,VZIINV01,REJECTED,2026-07-27,Consumption not considered representative.
APR-001404,REC-001994,Inventory Controller,VZIINV01,REJECTED,2026-08-15,Consumption not considered representative.
APR-001405,REC-001995,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001406,REC-001996,Inventory Controller,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-001407,REC-001997,Inventory Controller,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-001408,REC-001999,Engineering Head,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-001409,REC-002000,Inventory Controller,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-001410,REC-002001,Inventory Controller,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-001411,REC-002002,Engineering Head,VZIINV02,REJECTED,2026-07-18,Consumption not considered representative.
APR-001412,REC-002003,Inventory Controller,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-001413,REC-002004,Inventory Controller,VZIINV02,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-001414,REC-002005,Engineering Head,VZIINV01,REJECTED,2026-07-11,Consumption not considered representative.
APR-001415,REC-002007,Inventory Controller,VZIINV02,REJECTED,2026-07-15,Consumption not considered representative.
APR-001416,REC-002009,Plant Head,VZIINV02,REJECTED,2026-08-30,Consumption not considered representative.
APR-001417,REC-002010,Plant Head,VZIINV01,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-001418,REC-002012,Plant Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-001419,REC-002013,Plant Head,VZIINV01,APPROVED,2026-07-31,Approved; to be applied in SAP by VZI.
APR-001420,REC-002014,Inventory Controller,VZIINV01,REJECTED,2026-06-10,Consumption not considered representative.
